,leisure_latest5_name_contributions,leisure_name_tagChange_contributions,leisure_users_count_name,leisure_name_contributions
PC1,0.39682469421600713,0.5143095873798863,0.5459086333724211,0.5291498600575821
PC2,-0.9030152344863223,0.347637300324146,0.1075515690202474,0.22835160106781455
