,amenity_latest5_name_contributions,amenity_name_tagChange_contributions,amenity_users_count_name,amenity_name_contributions
PC1,0.4904762859652144,0.5055007767981685,0.4960655642854218,0.5077607049510671
PC2,-0.8057145275866356,0.1448224846886687,0.5689714815514628,0.07824321788870497
