,building_latest5_name_contributions,building_name_tagChange_contributions,building_users_count_name,building_name_contributions
PC1,0.41292404700298496,0.5208756830346594,0.5266109476119244,0.5299652479975688
PC2,-0.9008552849526633,0.3321455310487814,0.24794843787588583,0.12907623302563107
