,leisure_name_contributions,leisure_latest5_name_contributions,leisure_name_tagChange_contributions,leisure_users_count_name
PC1,0.33267491029833335,0.5065749204680287,0.5467262948253248,0.5777539377255498
PC2,0.9384431829238742,-0.17580678959574642,-0.2644336477452257,-0.13598239259514255
