,building_name_contributions,building_latest5_name_contributions,building_name_tagChange_contributions,building_users_count_name
PC1,0.445269823150663,0.4451112474241369,0.5440676044945706,0.5546180701594975
PC2,-0.5503531405093561,-0.5465602582213195,0.4812207934868433,0.4084236192734527
