,amenity_name_contributions,amenity_latest5_name_contributions,amenity_name_tagChange_contributions,amenity_users_count_name
PC1,0.4589562106940578,0.5044620119464902,0.5219527538834797,0.5122915165037409
PC2,-0.8875871292333747,0.26602936765749735,0.23591924653105287,0.292847353888045
