,leisure_name_contributions,leisure_latest5_name_contributions,leisure_name_tagChange_contributions,leisure_users_count_name
PC1,0.4922900298636918,0.4948415454404448,0.4910725551717542,0.5211814626020407
PC2,-0.5071479408305681,-0.4974279952500096,0.5667772631737837,0.41728873649082054
