,amenity_name_contributions,amenity_latest5_name_contributions,amenity_name_tagChange_contributions,amenity_users_count_name
PC1,0.49307238971548883,0.4895950945512385,0.5119898799219605,0.5050174499451653
PC2,-0.29719020024669224,-0.6744035135485207,0.3792343407649529,0.5594990621755433
