,building_name_contributions,building_latest5_name_contributions,building_name_tagChange_contributions,building_users_count_name
PC1,0.5182780538326409,0.395969979363861,0.5371063866504966,0.5348947221437884
PC2,-0.2327714090203017,0.9162629728667,-0.27217005121582033,-0.17945221903715242
